2006 005 14 08 51.500        -3.180       -45.959        14.615        48.332         1.334         0.054         0.460         1.412
2006 005 14 13 51.500        -3.173       -45.959        14.617        48.332         1.334         0.055         0.459         1.412
2006 005 14 18 51.500        -3.167       -45.959        14.620        48.332         1.334         0.057         0.459         1.412
2006 005 14 23 51.500        -3.160       -45.958        14.622        48.332         1.334         0.058         0.459         1.412
2006 005 14 28 51.500        -3.154       -45.958        14.624        48.332         1.334         0.059         0.458         1.412
2006 005 14 33 51.500        -3.147       -45.958        14.626        48.332         1.334         0.060         0.458         1.412
2006 005 14 38 51.500        -3.141       -45.957        14.629        48.332         1.334         0.062         0.457         1.412
2006 005 14 43 51.500        -3.134       -45.957        14.631        48.332         1.335         0.063         0.457         1.412
2006 005 14 48 51.500        -3.128       -45.957        14.633        48.332         1.335         0.064         0.457         1.412
2006 005 14 53 51.500        -3.121       -45.956        14.636        48.332         1.335         0.065         0.456         1.412
2006 005 14 58 51.500        -3.115       -45.956        14.638        48.331         1.335         0.067         0.456         1.412
2006 005 15 03 51.500        -3.108       -45.956        14.640        48.331         1.335         0.068         0.455         1.412
2006 005 15 08 51.500        -3.101       -45.955        14.642        48.331         1.335         0.069         0.455         1.412
2006 005 15 13 51.500        -3.095       -45.955        14.645        48.331         1.335         0.071         0.455         1.412
2006 005 15 18 51.500        -3.088       -45.955        14.647        48.331         1.335         0.072         0.454         1.412
2006 005 15 23 51.500        -3.082       -45.954        14.649        48.331         1.335         0.073         0.454         1.412
2006 005 15 28 51.500        -3.075       -45.954        14.651        48.331         1.335         0.074         0.453         1.412
2006 005 15 33 51.500        -3.069       -45.954        14.654        48.331         1.335         0.076         0.453         1.412
2006 005 15 38 51.500        -3.062       -45.953        14.656        48.331         1.336         0.077         0.452         1.412
2006 005 15 43 51.500        -3.056       -45.953        14.658        48.331         1.336         0.078         0.452         1.412
2006 005 15 48 51.500        -3.049       -45.952        14.660        48.331         1.336         0.079         0.452         1.412
2006 005 15 53 51.500        -3.043       -45.952        14.663        48.331         1.336         0.081         0.451         1.412
2006 005 15 58 51.500        -3.036       -45.952        14.665        48.330         1.336         0.082         0.451         1.412
2006 005 16 03 51.500        -3.029       -45.951        14.667        48.330         1.336         0.083         0.450         1.412
2006 005 16 08 51.500        -3.023       -45.951        14.669        48.330         1.336         0.085         0.450         1.412
2006 005 16 13 51.500        -3.016       -45.950        14.672        48.330         1.336         0.086         0.450         1.412
2006 005 16 18 51.500        -3.010       -45.950        14.674        48.330         1.336         0.087         0.449         1.412
2006 005 16 23 51.500        -3.003       -45.949        14.676        48.330         1.336         0.088         0.449         1.412
2006 005 16 28 51.500        -2.997       -45.949        14.678        48.330         1.336         0.090         0.448         1.412
2006 005 16 33 51.500        -2.990       -45.949        14.681        48.329         1.336         0.091         0.448         1.412
2006 005 16 38 51.500        -2.984       -45.948        14.683        48.329         1.337         0.092         0.448         1.412
2006 005 16 43 51.500        -2.977       -45.948        14.685        48.329         1.337         0.093         0.447         1.413
2006 005 16 48 51.500        -2.971       -45.947        14.687        48.329         1.337         0.095         0.447         1.413
2006 005 16 53 51.500        -2.964       -45.947        14.689        48.329         1.337         0.096         0.446         1.413
2006 005 16 58 51.500        -2.957       -45.946        14.692        48.328         1.337         0.097         0.446         1.413
2006 005 17 03 51.500        -2.951       -45.946        14.694        48.328         1.337         0.099         0.446         1.413
