2006 099 10 05 04.500       -48.440       -48.173         1.199        68.327         0.746        -0.737         0.520         1.170
2006 099 10 10 04.500       -48.436       -48.177         1.202        68.327         0.746        -0.736         0.520         1.170
2006 099 10 15 04.500       -48.433       -48.180         1.204        68.327         0.747        -0.736         0.520         1.170
2006 099 10 20 04.500       -48.429       -48.184         1.207        68.327         0.747        -0.736         0.520         1.170
2006 099 10 25 04.500       -48.425       -48.188         1.210        68.327         0.748        -0.735         0.520         1.170
2006 099 10 30 04.500       -48.422       -48.191         1.212        68.327         0.748        -0.735         0.520         1.170
2006 099 10 35 04.500       -48.418       -48.195         1.215        68.327         0.749        -0.734         0.520         1.170
2006 099 10 40 04.500       -48.415       -48.198         1.217        68.327         0.749        -0.734         0.520         1.170
2006 099 10 45 04.500       -48.411       -48.202         1.220        68.327         0.750        -0.733         0.520         1.170
2006 099 10 50 04.500       -48.407       -48.205         1.223        68.327         0.750        -0.733         0.520         1.170
2006 099 10 55 04.500       -48.404       -48.209         1.225        68.326         0.751        -0.732         0.520         1.170
2006 099 11 00 04.500       -48.400       -48.212         1.228        68.326         0.751        -0.732         0.520         1.170
2006 099 11 05 04.500       -48.396       -48.216         1.230        68.326         0.751        -0.731         0.520         1.170
2006 099 11 10 04.500       -48.393       -48.219         1.233        68.326         0.752        -0.731         0.520         1.170
2006 099 11 15 04.500       -48.389       -48.223         1.235        68.326         0.752        -0.730         0.519         1.170
2006 099 11 20 04.500       -48.386       -48.226         1.238        68.326         0.753        -0.730         0.519         1.170
2006 099 11 25 04.500       -48.382       -48.230         1.241        68.326         0.753        -0.729         0.519         1.170
2006 099 11 30 04.500       -48.378       -48.234         1.243        68.326         0.754        -0.729         0.519         1.170
2006 099 11 35 04.500       -48.375       -48.237         1.246        68.326         0.754        -0.728         0.519         1.170
2006 099 11 40 04.500       -48.371       -48.241         1.248        68.326         0.755        -0.728         0.519         1.170
2006 099 11 45 04.500       -48.367       -48.244         1.251        68.326         0.755        -0.728         0.519         1.170
2006 099 11 50 04.500       -48.364       -48.248         1.254        68.326         0.756        -0.727         0.519         1.170
2006 099 11 55 04.500       -48.360       -48.251         1.256        68.326         0.756        -0.727         0.519         1.170
2006 099 12 00 04.500       -48.356       -48.255         1.259        68.326         0.757        -0.726         0.519         1.170
2006 099 12 05 04.500       -48.353       -48.258         1.261        68.326         0.757        -0.726         0.519         1.170
2006 099 12 10 04.500       -48.349       -48.262         1.264        68.326         0.758        -0.725         0.519         1.170
2006 099 12 15 04.500       -48.345       -48.265         1.267        68.326         0.758        -0.725         0.519         1.170
2006 099 12 20 04.500       -48.342       -48.269         1.269        68.326         0.759        -0.724         0.519         1.170
2006 099 12 25 04.500       -48.338       -48.272         1.272        68.326         0.759        -0.724         0.519         1.170
2006 099 12 30 04.500       -48.334       -48.276         1.274        68.325         0.760        -0.723         0.519         1.170
2006 099 12 35 04.500       -48.331       -48.279         1.277        68.325         0.760        -0.723         0.519         1.170
