2006 130 16 30 43.500       -41.202       -25.172        -4.275        48.472         0.599        -1.082         0.599         1.374
2006 130 16 35 43.500       -41.199       -25.177        -4.272        48.472         0.600        -1.082         0.599         1.374
2006 130 16 40 43.500       -41.196       -25.183        -4.269        48.472         0.601        -1.081         0.599         1.374
2006 130 16 45 43.500       -41.193       -25.188        -4.266        48.472         0.603        -1.080         0.599         1.374
2006 130 16 50 43.500       -41.190       -25.193        -4.264        48.472         0.604        -1.080         0.599         1.374
2006 130 16 55 43.500       -41.187       -25.198        -4.261        48.472         0.605        -1.079         0.599         1.374
2006 130 17 00 43.500       -41.184       -25.204        -4.258        48.472         0.606        -1.078         0.599         1.374
2006 130 17 05 43.500       -41.181       -25.209        -4.255        48.472         0.607        -1.078         0.600         1.374
2006 130 17 10 43.500       -41.179       -25.214        -4.252        48.472         0.608        -1.077         0.600         1.374
2006 130 17 15 43.500       -41.176       -25.220        -4.249        48.472         0.609        -1.076         0.600         1.374
2006 130 17 20 43.500       -41.173       -25.225        -4.246        48.472         0.610        -1.075         0.600         1.374
2006 130 17 25 43.500       -41.170       -25.230        -4.243        48.472         0.612        -1.075         0.600         1.375
2006 130 17 30 43.500       -41.167       -25.235        -4.240        48.471         0.613        -1.074         0.600         1.375
2006 130 17 35 43.500       -41.164       -25.241        -4.237        48.471         0.614        -1.073         0.600         1.375
2006 130 17 40 43.500       -41.161       -25.246        -4.234        48.471         0.615        -1.073         0.600         1.375
2006 130 17 45 43.500       -41.158       -25.251        -4.231        48.471         0.616        -1.072         0.600         1.375
2006 130 17 50 43.500       -41.155       -25.256        -4.228        48.471         0.617        -1.071         0.601         1.375
2006 130 17 55 43.500       -41.152       -25.262        -4.225        48.471         0.618        -1.071         0.601         1.375
2006 130 18 00 43.500       -41.149       -25.267        -4.222        48.471         0.620        -1.070         0.601         1.375
2006 130 18 05 43.500       -41.145       -25.272        -4.219        48.471         0.621        -1.069         0.601         1.375
2006 130 18 10 43.500       -41.142       -25.277        -4.216        48.471         0.622        -1.069         0.601         1.375
2006 130 18 15 43.500       -41.139       -25.283        -4.213        48.471         0.623        -1.068         0.601         1.375
2006 130 18 20 43.500       -41.136       -25.288        -4.210        48.471         0.624        -1.067         0.601         1.375
2006 130 18 25 43.500       -41.133       -25.293        -4.207        48.470         0.625        -1.066         0.601         1.375
2006 130 18 30 43.500       -41.130       -25.298        -4.204        48.470         0.626        -1.066         0.602         1.375
2006 130 18 35 43.500       -41.127       -25.303        -4.201        48.470         0.627        -1.065         0.602         1.375
2006 130 18 40 43.500       -41.124       -25.309        -4.198        48.470         0.629        -1.064         0.602         1.375
2006 130 18 45 43.500       -41.121       -25.314        -4.195        48.470         0.630        -1.064         0.602         1.375
2006 130 18 50 43.500       -41.118       -25.319        -4.192        48.470         0.631        -1.063         0.602         1.375
2006 130 18 55 43.500       -41.115       -25.324        -4.189        48.470         0.632        -1.062         0.602         1.375
2006 130 19 00 43.500       -41.112       -25.329        -4.186        48.469         0.633        -1.062         0.602         1.375
2006 130 19 05 43.500       -41.109       -25.335        -4.183        48.469         0.634        -1.061         0.602         1.375
2006 130 19 10 43.500       -41.106       -25.340        -4.180        48.469         0.635        -1.060         0.602         1.375
