,NAME,LABEL
0,116739_VOY1-JE_OG,CSE
1,26225_VOY1-JE_OG,MP
2,288389_VOY1-JE_OG,CSCa
3,256787_VOY1-JE_OG,False
4,234053_VOY1-JE_OG,False
5,146316_VOY1-JE_OG,CSCa
6,107473_VOY1-JE_OG,CSE
7,571858_VOY1-JE_OG,MP
8,91161_VOY1-JE_OG,CSE
9,442417_VOY1-JE_OG,CSCb
10,33326_VOY1-JE_OG,CSE
11,31244_VOY1-JE_OG,CSE
12,98246_VOY1-JE_OG,CSE
13,229258_VOY1-JE_OG,False
14,243962_VOY1-JE_OG,False
15,529903_VOY1-JE_OG,MP
16,27824_VOY1-JE_OG,MP
17,588508_VOY1-JE_OG,MP
18,208496_VOY1-JE_OG,False
19,571412_VOY1-JE_OG,MP
20,439898_VOY1-JE_OG,CSCb
21,231148_VOY1-JE_OG,CSCa
22,471029_VOY1-JE_OG,MP
23,291704_VOY1-JE_OG,CSCa
24,6814_VOY1-JE_OG,MP
25,167414_VOY1-JE_OG,False
26,443143_VOY1-JE_OG,False
27,356778_VOY1-JE_OG,CSCb
28,291369_VOY1-JE_OG,CSCa
29,163032_VOY1-JE_OG,CSCa
30,225772_VOY1-JE_OG,False
31,352944_VOY1-JE_OG,False
32,107175_VOY1-JE_OG,CSE
33,97251_VOY1-JE_OG,CSE
34,398382_VOY1-JE_OG,CSCb
35,101414_VOY1-JE_OG,CSE
36,376417_VOY1-JE_OG,CSCb
37,360663_VOY1-JE_OG,CSCb
38,277370_VOY1-JE_OG,CSCa
39,45561_VOY1-JE_OG,CSE
40,481741_VOY1-JE_OG,MP
41,562275_VOY1-JE_OG,MP
42,130889_VOY1-JE_OG,CSCa
43,396922_VOY1-JE_OG,CSCb
44,82627_VOY1-JE_OG,CSE
45,578856_VOY1-JE_OG,MP
46,307419_VOY1-JE_OG,False
47,379201_VOY1-JE_OG,CSCb
48,201629_VOY1-JE_OG,CSCa
49,72933_VOY1-JE_OG,CSE
50,48050_VOY1-JE_OG,CSE
51,238968_VOY1-JE_OG,False
52,303445_VOY1-JE_OG,False
53,83667_VOY1-JE_OG,CSE
54,244098_VOY1-JE_OG,False
55,105907_VOY1-JE_OG,CSE
56,398591_VOY1-JE_OG,CSCb
57,291476_VOY1-JE_OG,CSCa
58,475435_VOY1-JE_OG,MP
59,382554_VOY1-JE_OG,CSCb
60,170555_VOY1-JE_OG,False
61,388162_VOY1-JE_OG,CSCb
62,372528_VOY1-JE_OG,CSCb
63,219684_VOY1-JE_OG,CSCa
64,279946_VOY1-JE_OG,False
65,74870_VOY1-JE_OG,CSE
66,179451_VOY1-JE_OG,False
67,560086_VOY1-JE_OG,MP
68,256702_VOY1-JE_OG,False
69,171339_VOY1-JE_OG,False
70,484714_VOY1-JE_OG,MP
71,397887_VOY1-JE_OG,CSCb
72,283060_VOY1-JE_OG,False
73,584004_VOY1-JE_OG,MP
74,230283_VOY1-JE_OG,False
75,340035_VOY1-JE_OG,CSCb
76,58655_VOY1-JE_OG,CSE
77,240174_VOY1-JE_OG,False
78,33659_VOY1-JE_OG,CSE
79,330776_VOY1-JE_OG,False
80,420651_VOY1-JE_OG,CSCb
81,280746_VOY1-JE_OG,False
82,69403_VOY1-JE_OG,CSE
83,221231_VOY1-JE_OG,CSCa
84,329963_VOY1-JE_OG,False
85,222955_VOY1-JE_OG,False
86,523481_VOY1-JE_OG,MP
87,414850_VOY1-JE_OG,CSCb
88,481141_VOY1-JE_OG,MP
89,149811_VOY1-JE_OG,False
90,277746_VOY1-JE_OG,CSCa
91,146413_VOY1-JE_OG,CSCa
92,258607_VOY1-JE_OG,False
93,588637_VOY1-JE_OG,MP
94,565158_VOY1-JE_OG,MP
95,275504_VOY1-JE_OG,CSCa
96,449245_VOY1-JE_OG,MP
97,418801_VOY1-JE_OG,CSCb
98,379580_VOY1-JE_OG,CSCb
99,229974_VOY1-JE_OG,False
100,145051_VOY1-JE_OG,False
101,534277_VOY1-JE_OG,MP
102,517488_VOY1-JE_OG,MP
103,95325_VOY1-JE_OG,CSE
104,49405_VOY1-JE_OG,CSE
105,114975_VOY1-JE_OG,CSE
106,160265_VOY1-JE_OG,False
107,167753_VOY1-JE_OG,False
108,442666_VOY1-JE_OG,CSCb
109,66613_VOY1-JE_OG,CSE
110,403457_VOY1-JE_OG,False
111,400156_VOY1-JE_OG,CSCb
112,490785_VOY1-JE_OG,MP
113,554816_VOY1-JE_OG,MP
114,263626_VOY1-JE_OG,False
115,580099_VOY1-JE_OG,MP
116,12038_VOY1-JE_OG,MP
117,120116_VOY1-JE_OG,CSE
118,563054_VOY1-JE_OG,MP
119,279786_VOY1-JE_OG,False
120,356699_VOY1-JE_OG,CSCb
121,116970_VOY1-JE_OG,CSE
122,307757_VOY1-JE_OG,False
123,455884_VOY1-JE_OG,MP
124,165840_VOY1-JE_OG,CSCa
125,475763_VOY1-JE_OG,MP
126,3402_VOY1-JE_OG,MP
127,276183_VOY1-JE_OG,CSCa
128,524902_VOY1-JE_OG,MP
129,187330_VOY1-JE_OG,False
